8.75E-06	0
1.33E-04	0
2.56E-04	0
3.80E-04	0
5.04E-04	0
6.28E-04	0
7.51E-04	0
8.75E-04	0
9.99E-04	0
1.12E-03	0
1.25E-03	0
1.37E-03	0
1.49E-03	0
1.62E-03	0
1.74E-03	0
1.87E-03	0
1.99E-03	0
2.11E-03	0
2.24E-03	0
2.36E-03	0
2.48E-03	0
2.61E-03	0
2.73E-03	0
2.86E-03	0
2.98E-03	0
3.10E-03	0
3.23E-03	0
3.35E-03	0
3.47E-03	0
3.60E-03	0
3.72E-03	0
3.85E-03	0
3.97E-03	0
4.09E-03	0
4.22E-03	0
4.34E-03	0
4.46E-03	0
4.59E-03	0
4.71E-03	0
4.84E-03	0
4.96E-03	0
5.08E-03	0
5.21E-03	0
5.33E-03	0
5.45E-03	0
5.58E-03	0
5.70E-03	47
5.83E-03	57
5.95E-03	49
6.07E-03	60
6.20E-03	58
6.32E-03	76
6.44E-03	51
6.57E-03	67
6.69E-03	56
6.82E-03	71
6.94E-03	42
7.06E-03	50
7.19E-03	61
7.31E-03	46
7.43E-03	57
7.56E-03	60
7.68E-03	57
7.81E-03	65
7.93E-03	49
8.05E-03	53
8.18E-03	56
8.30E-03	50
8.42E-03	58
8.55E-03	58
8.67E-03	40
8.80E-03	50
8.92E-03	52
9.04E-03	48
9.17E-03	48
9.29E-03	48
9.41E-03	50
9.54E-03	50
9.66E-03	45
9.79E-03	60
9.91E-03	52
1.00E-02	56
1.02E-02	45
1.03E-02	56
1.04E-02	48
1.05E-02	52
1.07E-02	54
1.08E-02	38
1.09E-02	62
1.10E-02	59
1.11E-02	54
1.13E-02	45
1.14E-02	53
1.15E-02	57
1.16E-02	47
1.18E-02	56
1.19E-02	53
1.20E-02	52
1.21E-02	52
1.23E-02	45
1.24E-02	50
1.25E-02	48
1.26E-02	49
1.28E-02	41
1.29E-02	51
1.30E-02	58
1.31E-02	46
1.33E-02	46
1.34E-02	49
1.35E-02	49
1.36E-02	55
1.37E-02	23
1.39E-02	41
1.40E-02	42
1.41E-02	44
1.42E-02	59
1.44E-02	47
1.45E-02	52
1.46E-02	41
1.47E-02	50
1.49E-02	44
1.50E-02	41
1.51E-02	51
1.52E-02	39
1.54E-02	44
1.55E-02	43
1.56E-02	37
1.57E-02	37
1.59E-02	44
1.60E-02	34
1.61E-02	43
1.62E-02	44
1.63E-02	49
1.65E-02	34
1.66E-02	48
1.67E-02	50
1.68E-02	50
1.70E-02	51
1.71E-02	35
1.72E-02	39
1.73E-02	41
1.75E-02	45
1.76E-02	42
1.77E-02	47
1.78E-02	48
1.80E-02	62
1.81E-02	49
1.82E-02	45
1.83E-02	49
1.84E-02	59
1.86E-02	54
1.87E-02	45
1.88E-02	41
1.89E-02	52
1.91E-02	46
1.92E-02	49
1.93E-02	66
1.94E-02	46
1.96E-02	58
1.97E-02	57
1.98E-02	61
1.99E-02	74
2.01E-02	71
2.02E-02	71
2.03E-02	80
2.04E-02	71
2.06E-02	80
2.07E-02	73
2.08E-02	73
2.09E-02	78
2.10E-02	69
2.12E-02	93
2.13E-02	95
2.14E-02	102
2.15E-02	95
2.17E-02	104
2.18E-02	89
2.19E-02	106
2.20E-02	109
2.22E-02	106
2.23E-02	98
2.24E-02	111
2.25E-02	124
2.27E-02	112
2.28E-02	102
2.29E-02	104
2.30E-02	104
2.32E-02	102
2.33E-02	95
2.34E-02	98
2.35E-02	102
2.36E-02	95
2.38E-02	90
2.39E-02	103
2.40E-02	94
2.41E-02	90
2.43E-02	92
2.44E-02	96
2.45E-02	92
2.46E-02	92
2.48E-02	79
2.49E-02	92
2.50E-02	87
2.51E-02	96
2.53E-02	94
2.54E-02	76
2.55E-02	87
2.56E-02	68
2.58E-02	75
2.59E-02	77
2.60E-02	84
2.61E-02	81
2.62E-02	77
2.64E-02	70
2.65E-02	63
2.66E-02	78
2.67E-02	72
2.69E-02	72
2.70E-02	63
2.71E-02	70
2.72E-02	83
2.74E-02	62
2.75E-02	75
2.76E-02	64
2.77E-02	82
2.79E-02	83
2.80E-02	79
2.81E-02	65
2.82E-02	64
2.84E-02	90
2.85E-02	80
2.86E-02	77
2.87E-02	74
2.88E-02	81
2.90E-02	70
2.91E-02	78
2.92E-02	76
2.93E-02	88
2.95E-02	64
2.96E-02	83
2.97E-02	81
2.98E-02	74
3.00E-02	99
3.01E-02	90
3.02E-02	82
3.03E-02	85
3.05E-02	86
3.06E-02	95
3.07E-02	104
3.08E-02	98
3.09E-02	109
3.11E-02	106
3.12E-02	103
3.13E-02	97
3.14E-02	93
3.16E-02	105
3.17E-02	120
3.18E-02	111
3.19E-02	117
3.21E-02	102
3.22E-02	103
3.23E-02	121
3.24E-02	105
3.26E-02	105
3.27E-02	123
3.28E-02	112
3.29E-02	110
3.31E-02	129
3.32E-02	124
3.33E-02	129
3.34E-02	111
3.35E-02	141
3.37E-02	126
3.38E-02	121
3.39E-02	112
3.40E-02	130
3.42E-02	147
3.43E-02	141
3.44E-02	144
3.45E-02	161
3.47E-02	162
3.48E-02	163
3.49E-02	152
3.50E-02	166
3.52E-02	161
3.53E-02	166
3.54E-02	164
3.55E-02	163
3.57E-02	173
3.58E-02	166
3.59E-02	183
3.60E-02	176
3.61E-02	154
3.63E-02	188
3.64E-02	179
3.65E-02	186
3.66E-02	184
3.68E-02	169
3.69E-02	211
3.70E-02	188
3.71E-02	206
3.73E-02	184
3.74E-02	201
3.75E-02	204
3.76E-02	199
3.78E-02	208
3.79E-02	205
3.80E-02	227
3.81E-02	218
3.83E-02	218
3.84E-02	237
3.85E-02	240
3.86E-02	230
3.87E-02	235
3.89E-02	223
3.90E-02	259
3.91E-02	253
3.92E-02	289
3.94E-02	261
3.95E-02	270
3.96E-02	279
3.97E-02	264
3.99E-02	292
4.00E-02	249
4.01E-02	275
4.02E-02	241
4.04E-02	259
4.05E-02	291
4.06E-02	288
4.07E-02	261
4.09E-02	234
4.10E-02	290
4.11E-02	284
4.12E-02	263
4.13E-02	258
4.15E-02	280
4.16E-02	298
4.17E-02	252
4.18E-02	262
4.20E-02	276
4.21E-02	296
4.22E-02	296
4.23E-02	280
4.25E-02	293
4.26E-02	280
4.27E-02	261
4.28E-02	317
4.30E-02	271
4.31E-02	290
4.32E-02	285
4.33E-02	326
4.34E-02	297
4.36E-02	300
4.37E-02	287
4.38E-02	303
4.39E-02	297
4.41E-02	307
4.42E-02	284
4.43E-02	293
4.44E-02	269
4.46E-02	288
4.47E-02	292
4.48E-02	275
4.49E-02	303
4.51E-02	278
4.52E-02	270
4.53E-02	256
4.54E-02	253
4.56E-02	245
4.57E-02	264
4.58E-02	219
4.59E-02	245
4.60E-02	231
4.62E-02	233
4.63E-02	222
4.64E-02	206
4.65E-02	215
4.67E-02	218
4.68E-02	237
4.69E-02	219
4.70E-02	213
4.72E-02	197
4.73E-02	224
4.74E-02	205
4.75E-02	213
4.77E-02	205
4.78E-02	205
4.79E-02	219
4.80E-02	211
4.82E-02	209
4.83E-02	230
4.84E-02	213
4.85E-02	239
4.86E-02	214
4.88E-02	204
4.89E-02	227
4.90E-02	216
4.91E-02	231
4.93E-02	263
4.94E-02	261
4.95E-02	235
4.96E-02	252
4.98E-02	231
4.99E-02	247
5.00E-02	258
5.01E-02	249
5.03E-02	256
5.04E-02	257
5.05E-02	266
5.06E-02	278
5.08E-02	244
5.09E-02	285
5.10E-02	267
5.11E-02	287
5.12E-02	278
5.14E-02	273
5.15E-02	290
5.16E-02	291
5.17E-02	289
5.19E-02	279
5.20E-02	298
5.21E-02	276
5.22E-02	318
5.24E-02	316
5.25E-02	317
5.26E-02	332
5.27E-02	328
5.29E-02	321
5.30E-02	281
5.31E-02	313
5.32E-02	360
5.34E-02	351
5.35E-02	326
5.36E-02	345
5.37E-02	387
5.38E-02	356
5.40E-02	388
5.41E-02	367
5.42E-02	360
5.43E-02	379
5.45E-02	402
5.46E-02	376
5.47E-02	413
5.48E-02	430
5.50E-02	414
5.51E-02	441
5.52E-02	402
5.53E-02	439
5.55E-02	477
5.56E-02	423
5.57E-02	426
5.58E-02	484
5.59E-02	494
5.61E-02	447
5.62E-02	514
5.63E-02	519
5.64E-02	511
